

lastname, firstname, residentID, programID, name

Clay, Emmanuel, 31941595, IMD, Internal Medicine, 
Morgan, Jaxtyn, 91269649, XXX, NOT_MATCHED, 
Thornton, Athena, 56772067, FMD, Family Medicine, 
Weaver, Devin, 42816779, XXX, NOT_MATCHED, 
Vincent, Ty, 53826198, FMD, Family Medicine, 
Novak, Lauren, 99004067, XXX, NOT_MATCHED, 
Alexander, Lucian, 51071639, XXX, NOT_MATCHED, 
Nielsen, Jakob, 36704406, ROC, Radiation Oncology, 
Murray, Keanu, 50892493, FMD, Family Medicine, 
Whitehead, Vienna, 72886964, XXX, NOT_MATCHED, 
Clark, Kehlani, 92923163, XXX, NOT_MATCHED, 
Lindsey, Leonardo, 21601345, XXX, NOT_MATCHED, 
Chase, Carlos, 93224437, PSY, Psychiatry, 
Roach, Lawson, 10822839, DMT, Dermatology, 
Clements, Nicole, 31756355, FMD, Family Medicine, 
Richmond, Delaney, 18924082, DRA, Diagnostic Radiology, 
Simpson, Leonardo, 96160565, OBG, Obstetrics and Gynecology, 
Blake, Jaxton, 71200351, XXX, NOT_MATCHED, 
Stanton, Jada, 25874420, OPH, Ophthalmology, 
Kennedy, Uriel, 38434122, URO, Urology, 
Valencia, Mario, 84590913, IMD, Internal Medicine, 
French, Aliyah, 57275447, FMD, Family Medicine, 
Vega, Brylee, 68863873, OBG, Obstetrics and Gynecology, 
Christian, Maia, 36667579, XXX, NOT_MATCHED, 
Reese, Laila, 93758715, XXX, NOT_MATCHED, 
Dickerson, Azariah, 84366074, FMD, Family Medicine, 
Tran, Liam, 21001218, FMD, Family Medicine, 
Reid, Truett, 64329523, FMD, Family Medicine, 
Hoffman, Anderson, 68390268, XXX, NOT_MATCHED, 
Berger, Morgan, 92327144, PDT, Pediatrics, 
Palmer, Navy, 27950414, PSY, Psychiatry, 
Raymond, Grant, 90600744, IMD, Internal Medicine, 
Shaw, Liam, 51571477, XXX, NOT_MATCHED, 
Chang, Arturo, 41766152, FMD, Family Medicine, 
Moss, Ameer, 28849686, EMD, Emergency Medicine, 
Lloyd, Bentley, 65737948, XXX, NOT_MATCHED, 
Sandoval, Cillian, 90919378, XXX, NOT_MATCHED, 
Love, Zaniyah, 55344318, FMD, Family Medicine, 
Tang, Leilani, 12248901, IMD, Internal Medicine, 
Underwood, Jaylen, 91449210, FMD, Family Medicine, 
Dominguez, Mason, 17339107, XXX, NOT_MATCHED, 
Warner, Zachary, 73248280, IMD, Internal Medicine, 
Burton, Curtis, 79142738, EMD, Emergency Medicine, 
Sheppard, Sutton, 95923488, ANT, Anesthesiology, 
Massey, Eithan, 86197386, PSY, Psychiatry, 
Boone, Zayden, 47781842, XXX, NOT_MATCHED, 
Cortez, Delilah, 93501909, FMD, Family Medicine, 
Lee, Lennon, 85137254, IMD, Internal Medicine, 
Pollard, Sutton, 59001660, XXX, NOT_MATCHED, 
Rosario, Ford, 84610141, XXX, NOT_MATCHED, 
Glass, Ari, 17606836, URO, Urology, 
Duarte, Tony, 80169626, GSU, General Surgery, 
Wolfe, Robin, 84689326, ORS, Orthopedic Surgery, 
Yang, Khaleesi, 81729444, XXX, NOT_MATCHED, 
Warren, Tru, 17951716, XXX, NOT_MATCHED, 
Santos, Ansley, 86459610, OBG, Obstetrics and Gynecology, 
Cobb, Roselyn, 99438726, OBG, Obstetrics and Gynecology, 
Walker, Alicia, 62432448, FMD, Family Medicine, 
Cortes, Reid, 25618808, ANT, Anesthesiology, 
Chase, Eve, 99843228, DRA, Diagnostic Radiology, 
Fletcher, Rayna, 12262887, OBG, Obstetrics and Gynecology, 
Kelley, Chase, 47901777, PSY, Psychiatry, 
Beltran, Kamryn, 50647600, IMD, Internal Medicine, 
Whitaker, Ava, 40666484, IMD, Internal Medicine, 
Buck, Travis, 35536779, FMD, Family Medicine, 
Rosales, Dulce, 32759439, XXX, NOT_MATCHED, 
Cohen, Leona, 93811933, PSY, Psychiatry, 
Perkins, Magnolia, 94399463, IMD, Internal Medicine, 
Carson, Alaiya, 52769109, IMD, Internal Medicine, 
Bowers, Terry, 28591117, FMD, Family Medicine, 
Woodard, Addilyn, 26523175, IMD, Internal Medicine, 
Bullock, Clara, 55747627, FMD, Family Medicine, 
Mays, Kyson, 12059136, FMD, Family Medicine, 
Castillo, Leah, 55652443, DRA, Diagnostic Radiology, 
Hubbard, Lillian, 20192254, PDT, Pediatrics, 
Singleton, Katie, 43123297, XXX, NOT_MATCHED, 
Blake, Richard, 40723207, FMD, Family Medicine, 
Castaneda, Cleo, 66091523, XXX, NOT_MATCHED, 
Yu, Wilder, 92854563, XXX, NOT_MATCHED, 
Michael, Stephanie, 99978446, XXX, NOT_MATCHED, 
Farrell, Canaan, 14126818, FMD, Family Medicine, 
Lester, Andy, 70793258, IMD, Internal Medicine, 
Farley, Rosemary, 77510991, XXX, NOT_MATCHED, 
Perez, Cedric, 59252242, XXX, NOT_MATCHED, 
Fletcher, Hayes, 18371773, FMD, Family Medicine, 
Cochran, Alisson, 11980174, IMD, Internal Medicine, 
Curtis, Lauren, 12735294, FMD, Family Medicine, 
Butler, Milana, 10390529, FMD, Family Medicine, 
Hudson, Catalina, 92874394, PSY, Psychiatry, 
Manning, Della, 58297709, PDT, Pediatrics, 
Hughes, Hunter, 50207803, PMR, Physical Medicine & Rehabilitation, 
Branch, Idris, 61726143, OBG, Obstetrics and Gynecology, 
Hunter, Nasir, 74800248, XXX, NOT_MATCHED, 
Daniel, Lionel, 12514479, FMD, Family Medicine, 
Vance, Zahra, 60318187, IMD, Internal Medicine, 
Marquez, Julius, 88084982, XXX, NOT_MATCHED, 
Dixon, Michael, 71935670, ORS, Orthopedic Surgery, 
Patton, Sariah, 66440666, FMD, Family Medicine, 
Shannon, Ahmir, 28404946, ROC, Radiation Oncology, 
Acevedo, Bodhi, 76227249, OBG, Obstetrics and Gynecology, 
Gates, Genevieve, 74109593, XXX, NOT_MATCHED, 
Sherman, Reese, 24905262, IMD, Internal Medicine, 
Ryan, Lilyana, 53807436, IMD, Internal Medicine, 
Golden, Mario, 68625798, FMD, Family Medicine, 
Conway, Emery, 53237913, FMD, Family Medicine, 
Bradley, Gerardo, 31377527, FMD, Family Medicine, 
Douglas, Albert, 55546574, XXX, NOT_MATCHED, 
Ballard, Atticus, 31453416, PSY, Psychiatry, 
Avila, Ace, 60013881, FMD, Family Medicine, 
Padilla, Lilianna, 94668967, FMD, Family Medicine, 
Griffith, Easton, 73457466, FMD, Family Medicine, 
Knox, Trevor, 35869649, XXX, NOT_MATCHED, 
Hahn, Kaylani, 14350146, PDT, Pediatrics, 
Scott, Ricky, 50648567, DRA, Diagnostic Radiology, 
Briggs, Nathanael, 41120682, FMD, Family Medicine, 
Villalobos, Sylvia, 24150102, IMD, Internal Medicine, 
Carey, Alexia, 14370634, XXX, NOT_MATCHED, 
Soto, Rocco, 74125279, IMD, Internal Medicine, 
Duke, Chase, 53820241, EMD, Emergency Medicine, 
Watts, Elsa, 49427823, FMD, Family Medicine, 
Newton, Andre, 92209633, ORS, Orthopedic Surgery, 
Mora, Murphy, 43956946, XXX, NOT_MATCHED, 
Jacobs, Yusuf, 32150717, FMD, Family Medicine, 
Carey, Soren, 22181635, FMD, Family Medicine, 
Castaneda, Elle, 32519599, ORS, Orthopedic Surgery, 
McIntosh, Hadley, 13476814, OBG, Obstetrics and Gynecology, 
Quintana, Brayden, 34472835, VSU, Vascular Surgery, 
Grimes, Briella, 71489119, FMD, Family Medicine, 
Hickman, Aniyah, 99613771, XXX, NOT_MATCHED, 
Yates, Lauryn, 43662593, FMD, Family Medicine, 
Morrison, Dawson, 13776400, XXX, NOT_MATCHED, 
Pollard, Brielle, 34908296, PSY, Psychiatry, 
Chase, Evie, 63451258, FMD, Family Medicine, 
Schmitt, Amara, 69563084, FMD, Family Medicine, 
Moody, Nova, 78465720, OBG, Obstetrics and Gynecology, 
Gonzales, Willa, 26370870, OBG, Obstetrics and Gynecology, 
Brown, Jaliyah, 87175185, FMD, Family Medicine, 
Rogers, Zander, 68848008, XXX, NOT_MATCHED, 
Eaton, Zoey, 52969059, XXX, NOT_MATCHED, 
Carter, Miranda, 89780842, XXX, NOT_MATCHED, 
Correa, Eithan, 99606302, XXX, NOT_MATCHED, 
Bullock, Joyce, 85890531, FMD, Family Medicine, 
McCormick, Kamryn, 42527688, FMD, Family Medicine, 
Barrett, Cole, 93410099, XXX, NOT_MATCHED, 
Villanueva, Dream, 30432857, FMD, Family Medicine, 
Erickson, Bradley, 47275971, OTO, Otolaryngology - Head and Neck Surgery, 
Bentley, Stella, 80609626, XXX, NOT_MATCHED, 
Castillo, Nova, 64284579, FMD, Family Medicine, 
Marks, Margo, 19931222, FMD, Family Medicine, 
Sharp, Amalia, 77222280, PDT, Pediatrics, 
Dominguez, Baker, 86331734, FMD, Family Medicine, 
Wilcox, Otis, 37007493, FMD, Family Medicine, 
Blackwell, Liv, 74143496, EMD, Emergency Medicine, 
Krueger, Rose, 15619186, GSU, General Surgery, 
Hoffman, Travis, 44845390, FMD, Family Medicine, 
Boone, Bronson, 22303779, XXX, NOT_MATCHED, 
Woodward, Judith, 71516603, EMD, Emergency Medicine, 
Landry, Rio, 35477998, XXX, NOT_MATCHED, 
Choi, Korbin, 41931322, XXX, NOT_MATCHED, 
Rush, Jaime, 38955131, GSU, General Surgery, 
Nguyen, Eli, 91262722, IMD, Internal Medicine, 
Robinson, Marlowe, 28273967, FMD, Family Medicine, 
Church, Aliza, 36561007, IMD, Internal Medicine, 
Gould, Emma, 15089056, XXX, NOT_MATCHED, 
Lawson, Emmalynn, 12429087, XXX, NOT_MATCHED, 
Nguyen, Palmer, 20141625, XXX, NOT_MATCHED, 
Jacobs, Elsa, 97359210, IMD, Internal Medicine, 
Bryant, Celeste, 34775184, DRA, Diagnostic Radiology, 
Lowe, Romina, 89111902, OPH, Ophthalmology, 
McKay, Roselyn, 76903266, FMD, Family Medicine, 
Wolfe, Brian, 33452898, NRP, Neurology - Pediatric, 
Michael, Rex, 40366659, XXX, NOT_MATCHED, 
Vu, Lilyana, 53969141, FMD, Family Medicine, 
Young, Lacey, 36207846, FMD, Family Medicine, 
Hickman, Ridge, 27574256, XXX, NOT_MATCHED, 
Foster, Cynthia, 47565092, XXX, NOT_MATCHED, 
Andrade, Kaisley, 44046115, PDT, Pediatrics, 
Wiggins, Oaklee, 48201611, XXX, NOT_MATCHED, 
Heath, Paola, 64146419, PSU, Plastic Surgery, 
Miller, Kaiden, 37097869, FMD, Family Medicine, 
Greene, Kira, 73462334, FMD, Family Medicine, 
Cortes, Damari, 11710955, FMD, Family Medicine, 
Roberson, Muhammad, 61278782, DRA, Diagnostic Radiology, 
Taylor, Brock, 33166416, FMD, Family Medicine, 
Best, Sylvie, 14229394, URO, Urology, 
Middleton, Zhuri, 96069347, FMD, Family Medicine, 
Price, Gwen, 21964737, PSY, Psychiatry, 
Waller, Alexis, 88221068, IMD, Internal Medicine, 
Luna, Arturo, 97178308, IMD, Internal Medicine, 
Valenzuela, Kassidy, 11917036, XXX, NOT_MATCHED, 
Pham, Hazel, 55296811, NRO, Neurology, 
Horn, Nova, 59884631, XXX, NOT_MATCHED, 
Mendoza, Xavier, 47179737, IMD, Internal Medicine, 
Moses, Brylee, 21102466, PDT, Pediatrics, 
Enriquez, Bruce, 44729741, XXX, NOT_MATCHED, 
Knox, Ledger, 21675628, XXX, NOT_MATCHED, 
Salazar, Johan, 11806972, FMD, Family Medicine, 
Hawkins, Will, 54671804, FMD, Family Medicine, 
Prince, Queen, 80346872, NRS, Neurosurgery, 
Proctor, Oaklynn, 44485213, ROC, Radiation Oncology, 
Arnold, Ares, 36809858, DMT, Dermatology, 
Li, Kyle, 87492559, FMD, Family Medicine, 
Walters, Isabela, 86401550, FMD, Family Medicine, 
Solomon, Anthony, 73614298, XXX, NOT_MATCHED, 
Melendez, Gideon, 45794655, FMD, Family Medicine, 
Bradshaw, Sariyah, 36106948, XXX, NOT_MATCHED, 
Wyatt, Kamdyn, 40315764, DRA, Diagnostic Radiology, 
Salas, Aiden, 18542590, ANT, Anesthesiology, 
Garrett, Brixton, 38659094, XXX, NOT_MATCHED, 
Morse, Kyla, 77744447, ANT, Anesthesiology, 
Joseph, Clarissa, 28172135, XXX, NOT_MATCHED, 
Drake, Ellianna, 45320865, FMD, Family Medicine, 
Santiago, Brooke, 21052989, XXX, NOT_MATCHED, 
Schwartz, Annabelle, 33065096, NPA, Neuropathology, 
Bartlett, Avianna, 89873974, FMD, Family Medicine, 
Orr, Brielle, 56841851, FMD, Family Medicine, 
McCullough, Rayden, 47907491, XXX, NOT_MATCHED, 
Silva, Janelle, 28195484, FMD, Family Medicine, 
Graves, Dakota, 18046041, IMD, Internal Medicine, 
Solomon, Jaxen, 95277845, XXX, NOT_MATCHED, 
McDonald, Alia, 47426286, FMD, Family Medicine, 
Kaur, Ahmir, 68271642, VSU, Vascular Surgery, 
Yates, Louisa, 28683893, FMD, Family Medicine, 
Hunter, Cassius, 45688320, FMD, Family Medicine, 
Mullins, Nancy, 91819351, FMD, Family Medicine, 
Norton, Genesis, 62652406, FMD, Family Medicine, 
Scott, Victoria, 19594180, FMD, Family Medicine, 
Diaz, Nova, 64325335, FMD, Family Medicine, 
Bartlett, Wesley, 68940462, IMD, Internal Medicine, 
Salas, Adriana, 36801272, EMD, Emergency Medicine, 
Alvarez, Ryleigh, 11468488, EMD, Emergency Medicine, 
Marsh, Virginia, 38709097, XXX, NOT_MATCHED, 
Durham, Kristian, 37678880, XXX, NOT_MATCHED, 
Gardner, Dario, 97488203, DMP, Diagnostic and Molecular Pathology, 
O’Neill, Barbara, 69841659, ANT, Anesthesiology, 
Douglas, Tessa, 46416506, XXX, NOT_MATCHED, 
Rich, Katelyn, 83347334, PDT, Pediatrics, 
Patton, Alex, 82658556, FMD, Family Medicine, 
Rhodes, Elisha, 28448798, FMD, Family Medicine, 
Baxter, Elisa, 59374222, FMD, Family Medicine, 
Macdonald, Amanda, 50106966, FMD, Family Medicine, 
Costa, Miranda, 28126164, FMD, Family Medicine, 
Fuentes, Myles, 79992114, XXX, NOT_MATCHED, 
McBride, Araceli, 77444688, OBG, Obstetrics and Gynecology, 
Vasquez, Victor, 60054769, DMT, Dermatology, 
Rush, Makai, 47432823, FMD, Family Medicine, 
Peralta, Raina, 36269960, FMD, Family Medicine, 
Reyes, Paul, 34072828, FMD, Family Medicine, 
Blackburn, Aitana, 91724068, XXX, NOT_MATCHED, 
Perkins, Mack, 67819158, IMD, Internal Medicine, 
Pope, Giana, 32966642, XXX, NOT_MATCHED, 
Payne, Remi, 39121422, MMI, Medical Microbiology, 
Joseph, Vincent, 70554780, IMD, Internal Medicine, 
Donovan, Ezequiel, 34758902, FMD, Family Medicine, 
Good, Chanel, 65633857, NRS, Neurosurgery, 
White, Alena, 20868382, XXX, NOT_MATCHED, 
Christensen, Bristol, 99922735, FMD, Family Medicine, 
Lara, Drew, 60020036, ANT, Anesthesiology, 
Faulkner, Malakai, 17526546, FMD, Family Medicine, 
Robinson, Milena, 47896960, GSU, General Surgery, 
Choi, Frederick, 30783506, XXX, NOT_MATCHED, 
Davenport, Brendan, 49864442, XXX, NOT_MATCHED, 
Decker, Kingston, 45880344, IMD, Internal Medicine, 
Rhodes, Jesus, 56432565, FMD, Family Medicine, 
Watts, Kace, 63481806, GSU, General Surgery, 
Short, Rhys, 60811395, XXX, NOT_MATCHED, 
Vu, Danna, 20864083, FMD, Family Medicine, 
Horn, Layne, 90848654, IMD, Internal Medicine, 
Knight, Enrique, 96810125, IMD, Internal Medicine, 
Leonard, Eugene, 28031389, FMD, Family Medicine, 
O’Connor, Vihaan, 92700188, PDT, Pediatrics, 
Briggs, Blake, 26464912, FMD, Family Medicine, 
Frost, Frank, 72782584, CSU, Cardiac Surgery, 
Holland, Kyson, 93265797, DRA, Diagnostic Radiology, 
Grimes, Harlow, 90644259, FMD, Family Medicine, 
Harper, Jad, 23849188, XXX, NOT_MATCHED, 
Harrington, Zoie, 55492957, XXX, NOT_MATCHED, 
Pham, Bo, 39134137, XXX, NOT_MATCHED, 
Black, Rosalee, 50396787, FMD, Family Medicine, 
Monroe, Danna, 54181914, XXX, NOT_MATCHED, 
Bryan, Marley, 32664142, IMD, Internal Medicine, 
Acosta, Gunner, 96299725, IMD, Internal Medicine, 
Acosta, Donald, 16774802, FMD, Family Medicine, 
Lyons, Marcos, 89721642, FMD, Family Medicine, 
Conner, Royal, 68046982, FMD, Family Medicine, 
Randolph, Louis, 85214268, XXX, NOT_MATCHED, 
Hamilton, Serena, 75762982, PHF, Public Health and Preventive Family Medicine, 
May, Adriana, 99488443, PDT, Pediatrics, 
Velez, Elisha, 98956647, PDT, Pediatrics, 
Cole, Joshua, 43146129, EMD, Emergency Medicine, 
Holland, Braylen, 80780277, XXX, NOT_MATCHED, 
Miles, Cal, 95304245, FMD, Family Medicine, 
Sanford, Vance, 19850762, FMD, Family Medicine, 
Boone, Zechariah, 64829177, XXX, NOT_MATCHED, 
Hendricks, Caspian, 97534396, DRA, Diagnostic Radiology, 
Wagner, Charli, 30877232, PSU, Plastic Surgery, 
Knight, Indie, 43323869, XXX, NOT_MATCHED, 
Saunders, Duncan, 78400225, PSY, Psychiatry, 
Sheppard, Lawson, 97602125, XXX, NOT_MATCHED, 
Walsh, Jamie, 47249583, FMD, Family Medicine, 
Benjamin, Silas, 77480270, FMD, Family Medicine, 
Nava, Brendan, 32205694, EMD, Emergency Medicine, 
Strickland, Gabrielle, 52285811, NRS, Neurosurgery, 
Ayala, Kaysen, 63361732, PSY, Psychiatry, 
Rocha, Maddox, 38879415, PSY, Psychiatry, 
Reyes, Cayson, 33283282, XXX, NOT_MATCHED, 
Fuentes, Marie, 31875861, XXX, NOT_MATCHED, 
Perry, Laila, 38292911, FMD, Family Medicine, 
Leon, Angelo, 25959833, FMD, Family Medicine, 
Pruitt, Carly, 19635805, XXX, NOT_MATCHED, 
Leblanc, Kalani, 81193911, IMD, Internal Medicine, 
Shelton, Layla, 43965887, FMD, Family Medicine, 
Singleton, Jaylen, 95998284, FMD, Family Medicine, 
Cooper, Anna, 12423868, FMD, Family Medicine, 
Simmons, Francesca, 90014912, FMD, Family Medicine, 
Evans, Kyro, 69772785, XXX, NOT_MATCHED, 
Gutierrez, London, 61894499, XXX, NOT_MATCHED, 
Chang, Braylen, 71271158, IMD, Internal Medicine, 
Glenn, Romeo, 65080190, XXX, NOT_MATCHED, 
Durham, Alana, 10196491, FMD, Family Medicine, 
Montoya, Ander, 83522204, FMD, Family Medicine, 
Butler, Yahir, 23533816, NRO, Neurology, 
Pham, Aiden, 31269028, NRO, Neurology, 
Walker, Chris, 23717290, FMD, Family Medicine, 
Flores, Bryce, 28376054, FMD, Family Medicine, 
Wilkins, Anders, 25922183, FMD, Family Medicine, 
Esparza, Ace, 74656021, FMD, Family Medicine, 
Terry, Baker, 58916635, XXX, NOT_MATCHED, 
Foley, Leroy, 65470667, FMD, Family Medicine, 
Little, Lara, 91934834, FMD, Family Medicine, 
English, Clyde, 92280466, FMD, Family Medicine, 
Moody, Ophelia, 17871807, IMD, Internal Medicine, 
Benton, Magnolia, 44631004, FMD, Family Medicine, 
Trujillo, Stevie, 66210680, XXX, NOT_MATCHED, 
Person, Zainab, 37423619, FMD, Family Medicine, 
Quintero, Kayla, 96591627, FMD, Family Medicine, 
Aguirre, Paislee, 98810815, IMD, Internal Medicine, 
Fernandez, Kamari, 60878313, FMD, Family Medicine, 
Hebert, Drew, 36651387, ROC, Radiation Oncology, 
Mercado, Zyaire, 29319187, XXX, NOT_MATCHED, 
O’Connell, Holden, 78702290, FMD, Family Medicine, 
Gentry, Kinley, 33618219, FMD, Family Medicine, 
Waters, Reuben, 29408601, XXX, NOT_MATCHED, 
Berry, Cali, 66967614, FMD, Family Medicine, 
Galvan, Liliana, 39654580, FMD, Family Medicine, 
Tanner, Athena, 33022173, XXX, NOT_MATCHED, 
Reid, Enoch, 50685694, FMD, Family Medicine, 
Small, Brixton, 84826611, FMD, Family Medicine, 
Savage, Jayceon, 41000572, FMD, Family Medicine, 
Farrell, Amalia, 23566686, ANT, Anesthesiology, 
Gibson, Diana, 54989930, FMD, Family Medicine, 
Flores, Sariyah, 99972148, IMD, Internal Medicine, 
Bennett, Aliyah, 80052475, FMD, Family Medicine, 
Moody, Hadleigh, 46993581, FMD, Family Medicine, 
Stout, Louise, 36268211, IMD, Internal Medicine, 
Hobbs, Julissa, 20920801, XXX, NOT_MATCHED, 
Eaton, Trinity, 92626063, FMD, Family Medicine, 
Friedman, Joziah, 70380959, FMD, Family Medicine, 
Stone, Malcolm, 69559658, FMD, Family Medicine, 
Parker, Shay, 72710791, FMD, Family Medicine, 
Vang, Bexley, 20463546, IMD, Internal Medicine, 
Sawyer, Ahmed, 36201834, URO, Urology, 
Molina, Kinsley, 29749540, FMD, Family Medicine, 
Hammond, Shane, 75140162, XXX, NOT_MATCHED, 
Lawson, Sariah, 59204529, XXX, NOT_MATCHED, 
Eaton, Kaylani, 31810593, PSY, Psychiatry, 
Bates, Wrenley, 25506257, FMD, Family Medicine, 
Page, Janelle, 50104503, PDT, Pediatrics, 
McCarty, Mallory, 86870059, IMD, Internal Medicine, 
Ortiz, Drew, 83395097, IMD, Internal Medicine, 
McClain, Jamison, 92299705, FMD, Family Medicine, 
Vang, Benjamin, 27040138, FMD, Family Medicine, 
Gonzalez, Jair, 36677218, XXX, NOT_MATCHED, 
Melendez, Jason, 41214739, NMD, Nuclear Medicine, 
Marquez, Julio, 29419900, GSU, General Surgery, 
Richards, Ahmir, 37456104, IMD, Internal Medicine, 
Pitts, Xzavier, 66455934, PDT, Pediatrics, 
Juarez, Koda, 85425012, FMD, Family Medicine, 
Quintero, Elias, 19009924, FMD, Family Medicine, 
Moses, Kyleigh, 81955186, PSY, Psychiatry, 
Blankenship, Robert, 99351594, FMD, Family Medicine, 
Burnett, Owen, 15629818, FMD, Family Medicine, 
Taylor, Sarah, 87692083, PSY, Psychiatry, 
Delgado, Sullivan, 95434693, ORS, Orthopedic Surgery, 
Brown, Bonnie, 30185424, XXX, NOT_MATCHED, 
Douglas, Katherine, 27977093, XXX, NOT_MATCHED, 
Meyer, Leif, 39531075, FMD, Family Medicine, 
Lawrence, Colten, 27731908, FMD, Family Medicine, 
Avalos, Rose, 69598378, XXX, NOT_MATCHED, 
Stephens, Guadalupe, 56294378, XXX, NOT_MATCHED, 
Watson, Justice, 39102697, IMD, Internal Medicine, 
Gilmore, Margot, 24563659, XXX, NOT_MATCHED, 
Edwards, Anya, 93063349, ANT, Anesthesiology, 
Buck, Bronson, 95245428, XXX, NOT_MATCHED, 
Bryant, Legend, 96547914, NPA, Neuropathology, 
Melton, Melvin, 70586937, PSY, Psychiatry, 
Mack, Cali, 37086799, IMD, Internal Medicine, 
Vega, Jakari, 94554905, IMD, Internal Medicine, 
Chambers, Jerry, 16039040, FMD, Family Medicine, 
Leblanc, Jacob, 92595311, ROC, Radiation Oncology, 
Hendricks, Lydia, 42608298, PSY, Psychiatry, 
Burnett, Cora, 81408930, EMD, Emergency Medicine, 
Kirby, Brett, 91061303, ROC, Radiation Oncology, 
Strickland, Sam, 14624821, FMD, Family Medicine, 
Herman, Maverick, 68617937, XXX, NOT_MATCHED, 
Warren, Braelyn, 36484789, XXX, NOT_MATCHED, 
Moon, Rowan, 24298963, VSU, Vascular Surgery, 
Greene, Rene, 53639954, XXX, NOT_MATCHED, 
Wallace, Valeria, 27906692, XXX, NOT_MATCHED, 
Fletcher, Truett, 73979643, FMD, Family Medicine, 
Mathis, Clay, 58699512, OBG, Obstetrics and Gynecology, 
Ward, Meadow, 39646763, XXX, NOT_MATCHED, 
Le, Reid, 72175728, EMD, Emergency Medicine, 
Thompson, Nicole, 30850628, PMR, Physical Medicine & Rehabilitation, 
Frederick, Damian, 62086384, XXX, NOT_MATCHED, 
Cline, Brooks, 46257450, FMD, Family Medicine, 
West, Alondra, 80590001, IMD, Internal Medicine, 
Avalos, Alicia, 87061517, FMD, Family Medicine, 
Schmidt, Enrique, 14634713, ANT, Anesthesiology, 
Meyers, Richard, 90820136, FMD, Family Medicine, 
Huang, Damon, 26454600, XXX, NOT_MATCHED, 
Woodard, Deandre, 68451958, FMD, Family Medicine, 
Ellis, Penny, 55027624, FMD, Family Medicine, 
Harrison, Branson, 81021882, FMD, Family Medicine, 
Ortiz, Ivanna, 97065452, FMD, Family Medicine, 
Burns, Halle, 18697956, XXX, NOT_MATCHED, 
Adams, Will, 60050024, IMD, Internal Medicine, 
Li, Gracelyn, 81220402, PDT, Pediatrics, 
Norman, Aaron, 39998420, FMD, Family Medicine, 
Gregory, Ahmad, 23676627, DRA, Diagnostic Radiology, 
Case, Brecken, 48125194, FMD, Family Medicine, 
Kelly, Kyla, 38511164, FMD, Family Medicine, 
Dougherty, Danny, 32589423, XXX, NOT_MATCHED, 
Terrell, Journi, 57778961, FMD, Family Medicine, 
Harvey, Nicholas, 36678591, PSU, Plastic Surgery, 
Foster, Kensley, 84085143, FMD, Family Medicine, 
Guzman, Knox, 38275009, FMD, Family Medicine, 
O’brien, Leanna, 94903603, FMD, Family Medicine, 
Archer, Lauryn, 61441881, OBG, Obstetrics and Gynecology, 
Miles, Lauren, 86825087, PSY, Psychiatry, 
Khan, Sadie, 10731842, FMD, Family Medicine, 
Frye, Nalani, 68487016, GSU, General Surgery, 
McFarland, Sergio, 24690386, IMD, Internal Medicine, 
Becker, Remington, 41893186, URO, Urology, 
Duarte, Daleyza, 98818685, XXX, NOT_MATCHED, 
Stafford, Javier, 48959820, PSY, Psychiatry, 
Mays, Bryan, 85831014, IMD, Internal Medicine, 
Wilcox, Elliot, 76985120, XXX, NOT_MATCHED, 
House, Esther, 66710878, IMD, Internal Medicine, 
Gaines, Kody, 94724681, IMD, Internal Medicine, 
