

lastname, firstname, residentID, programID, name

Truong, Dahlia, 61638522, PDT, Pediatrics, 
Spencer, Greta, 41996379, DRA, Diagnostic Radiology, 
Hawkins, Bailey, 22542019, OPH, Ophthalmology, 
McDowell, Alanna, 61508993, IMD, Internal Medicine, 
Weaver, Liam, 87776135, XXX, NOT_MATCHED, 
Pearson, Niko, 79604726, IMD, Internal Medicine, 
Macias, Dariel, 72645120, XXX, NOT_MATCHED, 
Rich, Ashley, 14328557, FMD, Family Medicine, 
Osborne, Rylan, 43737365, PSY, Psychiatry, 
Parsons, Scarlett, 14993729, IMD, Internal Medicine, 
Erickson, Brycen, 29167602, IMD, Internal Medicine, 
Wyatt, Jameson, 82492919, XXX, NOT_MATCHED, 
Trujillo, Gael, 43144441, FMD, Family Medicine, 
Best, Octavia, 89528658, XXX, NOT_MATCHED, 
Larson, Alani, 40353186, FMD, Family Medicine, 
Cook, Elliott, 24837787, NRO, Neurology, 
Liu, Scout, 48742041, FMD, Family Medicine, 
Powers, Boone, 30574975, ANT, Anesthesiology, 
Booth, Lawson, 63935000, IMD, Internal Medicine, 
Hopkins, Dalton, 84182175, ANT, Anesthesiology, 
Mata, Marlon, 32542537, DRA, Diagnostic Radiology, 
Serrano, Evelynn, 75969361, GSU, General Surgery, 
Galvan, Azrael, 59177157, FMD, Family Medicine, 
Rivera, Alessandra, 83393683, MGG, Medical Genetics and Genomics, 
Roberson, Vincenzo, 33100937, ANT, Anesthesiology, 
Armstrong, Kenzie, 87009821, IMD, Internal Medicine, 
King, Emmitt, 93438008, FMD, Family Medicine, 
Mullins, Avery, 67041570, XXX, NOT_MATCHED, 
Norris, Wayne, 60915732, IMD, Internal Medicine, 
Jaramillo, Amber, 97783800, EMD, Emergency Medicine, 
Ramsey, Aitana, 24356432, PSY, Psychiatry, 
Frederick, Santiago, 10455718, FMD, Family Medicine, 
Dalton, Banks, 55748308, XXX, NOT_MATCHED, 
Marsh, Tyson, 48255894, XXX, NOT_MATCHED, 
Bentley, Jay, 35829752, IMD, Internal Medicine, 
Schneider, Ellis, 96777138, FMD, Family Medicine, 
Watts, Mavis, 30516016, OBG, Obstetrics and Gynecology, 
Flynn, Rhys, 65193418, GSU, General Surgery, 
Russell, Nia, 19314398, XXX, NOT_MATCHED, 
Harvey, Zelda, 65389029, FMD, Family Medicine, 
Finley, Baylor, 75913944, NRO, Neurology, 
Daniels, Gavin, 53628268, XXX, NOT_MATCHED, 
Rogers, Kayla, 12160179, GSU, General Surgery, 
Norton, Simon, 61172813, PDT, Pediatrics, 
Wolf, Bryan, 86577336, XXX, NOT_MATCHED, 
Acevedo, Cooper, 57621169, OBG, Obstetrics and Gynecology, 
Torres, Jayden, 73654842, XXX, NOT_MATCHED, 
Farley, Murphy, 24760473, XXX, NOT_MATCHED, 
Person, Galilea, 97003291, MGG, Medical Genetics and Genomics, 
McKinney, Luka, 55961855, ANT, Anesthesiology, 
Beasley, Lawson, 76887503, XXX, NOT_MATCHED, 
Shaw, Jasmine, 15549288, EMD, Emergency Medicine, 
Oliver, Kyle, 99178031, DRA, Diagnostic Radiology, 
Daugherty, Christina, 29840147, XXX, NOT_MATCHED, 
Berg, Irene, 70342515, FMD, Family Medicine, 
Arias, Maddox, 13878956, FMD, Family Medicine, 
Sharp, Nathan, 20297858, DMP, Diagnostic and Molecular Pathology, 
Rich, Ashlyn, 77227540, FMD, Family Medicine, 
McLaughlin, Macy, 46495884, IMD, Internal Medicine, 
Branch, Chandler, 30100609, XXX, NOT_MATCHED, 
Bennett, Magnus, 84398707, IMD, Internal Medicine, 
Steele, Davina, 70171527, DRA, Diagnostic Radiology, 
Richardson, Carolyn, 28042257, FMD, Family Medicine, 
Luna, Maison, 26096501, IMD, Internal Medicine, 
Phan, Elliana, 38692557, FMD, Family Medicine, 
Hart, Karla, 90112981, NPA, Neuropathology, 
Carr, Alan, 31795918, EMD, Emergency Medicine, 
Burch, Emilia, 29864343, EMD, Emergency Medicine, 
Friedman, Eduardo, 57293689, XXX, NOT_MATCHED, 
Hardy, Walker, 39553885, XXX, NOT_MATCHED, 
Hebert, Josue, 27359462, FMD, Family Medicine, 
Cross, Knox, 87553035, FMD, Family Medicine, 
Doyle, Chance, 86779954, IMD, Internal Medicine, 
Garcia, Rocky, 97445909, DRA, Diagnostic Radiology, 
Michael, Tripp, 36639310, IMD, Internal Medicine, 
Skinner, Emir, 59362430, DRA, Diagnostic Radiology, 
Hartman, Hallie, 34440122, FMD, Family Medicine, 
Blanchard, Adler, 63406966, XXX, NOT_MATCHED, 
Harvey, Zoie, 89066509, FMD, Family Medicine, 
Dominguez, Duke, 64906479, FMD, Family Medicine, 
Juarez, Deborah, 72535814, ANT, Anesthesiology, 
Wiley, Issac, 99816396, PMR, Physical Medicine & Rehabilitation, 
Morgan, Emma, 39049523, PDT, Pediatrics, 
Phelps, Miles, 77831751, HEP, Hematological Pathology, 
Smith, Fletcher, 82794227, FMD, Family Medicine, 
Barber, Benson, 40743812, FMD, Family Medicine, 
Villa, Van, 11312728, XXX, NOT_MATCHED, 
Baker, Kase, 69457612, FMD, Family Medicine, 
Chavez, Damien, 28755608, FMD, Family Medicine, 
Velazquez, Mikayla, 67848263, FMD, Family Medicine, 
Rhodes, Cleo, 37986566, XXX, NOT_MATCHED, 
Cross, Vivian, 92986056, IMD, Internal Medicine, 
Andrade, Taylor, 65185348, FMD, Family Medicine, 
Carrillo, Carmen, 92777049, DMP, Diagnostic and Molecular Pathology, 
Webster, Ira, 27105605, FMD, Family Medicine, 
Tang, Bentlee, 65013513, FMD, Family Medicine, 
Horn, Vance, 55940327, FMD, Family Medicine, 
Vega, Ainsley, 92830482, FMD, Family Medicine, 
Huff, Clayton, 66540502, IMD, Internal Medicine, 
Boyd, Tru, 28586610, XXX, NOT_MATCHED, 
Dorsey, Annalise, 35260846, FMD, Family Medicine, 
Reynolds, Aitana, 73153091, FMD, Family Medicine, 
Strong, Ember, 42650355, OBG, Obstetrics and Gynecology, 
Tucker, Kaliyah, 48950126, PDT, Pediatrics, 
Benton, Lucca, 30444069, FMD, Family Medicine, 
Clarke, Edith, 35883174, XXX, NOT_MATCHED, 
Bryan, Jeffrey, 50428871, FMD, Family Medicine, 
Bender, Corey, 56006938, FMD, Family Medicine, 
Blackwell, Kingsley, 29879959, PDT, Pediatrics, 
Valentine, Zoya, 35596874, FMD, Family Medicine, 
Stanton, Darwin, 96596228, XXX, NOT_MATCHED, 
Baldwin, Jaxxon, 79558575, FMD, Family Medicine, 
Hayes, Phoebe, 24346028, FMD, Family Medicine, 
Villa, Itzel, 20026438, FMD, Family Medicine, 
Robles, Marilyn, 90285013, XXX, NOT_MATCHED, 
Escobar, Sebastian, 98659911, ORS, Orthopedic Surgery, 
Thornton, Della, 41024496, URO, Urology, 
Vaughn, Niklaus, 42640531, PDT, Pediatrics, 
Collier, Raina, 85428816, FMD, Family Medicine, 
Garcia, Lee, 31774428, IMD, Internal Medicine, 
Ingram, Elliott, 27980746, XXX, NOT_MATCHED, 
Hinton, Rosalee, 35495508, XXX, NOT_MATCHED, 
Nicholson, Bella, 44240925, FMD, Family Medicine, 
Rivers, Thiago, 21071398, FMD, Family Medicine, 
Osborne, Jaylee, 86819732, FMD, Family Medicine, 
Roach, Emmalynn, 74061083, XXX, NOT_MATCHED, 
Taylor, Dulce, 69905435, FMD, Family Medicine, 
Stewart, Julianna, 53812508, XXX, NOT_MATCHED, 
Bender, Mark, 41075573, XXX, NOT_MATCHED, 
Orr, Adler, 72073871, PDT, Pediatrics, 
Pruitt, Anna, 11972495, PSY, Psychiatry, 
York, Barbara, 89415204, XXX, NOT_MATCHED, 
Andrade, Yousef, 28047356, FMD, Family Medicine, 
Padilla, Prince, 38987905, EMD, Emergency Medicine, 
Bentley, Brynlee, 70572070, URO, Urology, 
Cabrera, Maddox, 14265596, XXX, NOT_MATCHED, 
Cohen, Maleah, 30373992, XXX, NOT_MATCHED, 
Maxwell, Alan, 38435293, URO, Urology, 
Todd, Royalty, 53566230, FMD, Family Medicine, 
Barber, Tripp, 35061923, XXX, NOT_MATCHED, 
Humphrey, Clark, 10002295, XXX, NOT_MATCHED, 
Delacruz, Crew, 58075990, XXX, NOT_MATCHED, 
Howard, Zion, 43444955, XXX, NOT_MATCHED, 
Crane, Cora, 59510449, FMD, Family Medicine, 
Elliott, Emery, 26010959, XXX, NOT_MATCHED, 
Houston, Ryann, 70305757, IMD, Internal Medicine, 
Marquez, Gavin, 58640770, OBG, Obstetrics and Gynecology, 
Moran, Leyla, 88252121, FMD, Family Medicine, 
Rodriguez, Sunny, 20178409, DMP, Diagnostic and Molecular Pathology, 
Barajas, Coen, 77169370, IMD, Internal Medicine, 
King, Jeremy, 87740663, FMD, Family Medicine, 
Vazquez, Peyton, 33369728, FMD, Family Medicine, 
Hobbs, Indie, 84046261, PSY, Psychiatry, 
Mayo, Alex, 72169727, FMD, Family Medicine, 
Campbell, Joaquin, 83250836, FMD, Family Medicine, 
Moon, Albert, 21190425, XXX, NOT_MATCHED, 
McCarthy, Lilyana, 81474010, OBG, Obstetrics and Gynecology, 
McIntosh, Cristian, 32256172, XXX, NOT_MATCHED, 
Navarro, Wesson, 43326839, OBG, Obstetrics and Gynecology, 
Stevenson, Hugh, 70564337, PDT, Pediatrics, 
Rose, Alonzo, 24857142, CSU, Cardiac Surgery, 
Vo, Ella, 88839293, IMD, Internal Medicine, 
Randolph, Liliana, 91435667, DMP, Diagnostic and Molecular Pathology, 
Norris, Darwin, 99678084, XXX, NOT_MATCHED, 
Lyons, Rhett, 12578219, XXX, NOT_MATCHED, 
McKay, Kathryn, 12622283, FMD, Family Medicine, 
Pugh, Derrick, 11683746, IMD, Internal Medicine, 
Burgess, Bryson, 42513159, XXX, NOT_MATCHED, 
Everett, Margot, 38440640, PHF, Public Health and Preventive Family Medicine, 
Enriquez, Mack, 36506990, FMD, Family Medicine, 
Shannon, Reuben, 35083155, FMD, Family Medicine, 
Cervantes, Haley, 42123944, XXX, NOT_MATCHED, 
McFarland, Gatlin, 82689581, FMD, Family Medicine, 
McLaughlin, Kasen, 31861976, FMD, Family Medicine, 
Marks, Lennox, 11143569, FMD, Family Medicine, 
Pineda, Jaliyah, 34691431, ANT, Anesthesiology, 
Zavala, Miguel, 28134879, PDT, Pediatrics, 
Gregory, Alivia, 24264216, EMD, Emergency Medicine, 
Bullock, Kaylee, 52848506, XXX, NOT_MATCHED, 
Zavala, Margot, 95077052, XXX, NOT_MATCHED, 
Stuart, Giavanna, 16380343, XXX, NOT_MATCHED, 
Pennington, Nicolas, 44113261, CSU, Cardiac Surgery, 
Kane, Henley, 33871985, ORS, Orthopedic Surgery, 
English, Elliott, 30989693, EMD, Emergency Medicine, 
Randall, Santiago, 40552930, XXX, NOT_MATCHED, 
Campos, Summer, 11074553, PSY, Psychiatry, 
Zuniga, Bria, 76932365, IMD, Internal Medicine, 
Gutierrez, Roberto, 73547989, FMD, Family Medicine, 
Friedman, Jeremiah, 85570934, FMD, Family Medicine, 
Anderson, Alonzo, 39228119, FMD, Family Medicine, 
Haynes, Karla, 71532882, XXX, NOT_MATCHED, 
Gutierrez, Jamir, 71380458, FMD, Family Medicine, 
Moss, Faye, 85824719, FMD, Family Medicine, 
Stafford, Isaias, 35982822, PSY, Psychiatry, 
Flores, Frankie, 19048032, DRA, Diagnostic Radiology, 
Bullock, Kareem, 73298309, XXX, NOT_MATCHED, 
Stanley, Karter, 78194170, XXX, NOT_MATCHED, 
Scott, Tomas, 43694389, FMD, Family Medicine, 
Wu, Aviana, 87427998, IMD, Internal Medicine, 
Williamson, Joey, 15994067, XXX, NOT_MATCHED, 
Mann, Tru, 68785580, PDT, Pediatrics, 
Escobar, Emmett, 66918006, FMD, Family Medicine, 
Klein, Marley, 47777089, FMD, Family Medicine, 
Lopez, Orion, 86662446, FMD, Family Medicine, 
Salazar, Kataleya, 12616592, XXX, NOT_MATCHED, 
Moore, Ariah, 47186822, XXX, NOT_MATCHED, 
Cortes, Melody, 10595196, XXX, NOT_MATCHED, 
Reynolds, Jeffery, 22037858, IMD, Internal Medicine, 
Nelson, Angela, 26486338, XXX, NOT_MATCHED, 
Armstrong, Evelynn, 40507513, FMD, Family Medicine, 
Spencer, Iliana, 67481372, IMD, Internal Medicine, 
Sellers, Dangelo, 86264034, XXX, NOT_MATCHED, 
Correa, Lorelai, 33028336, XXX, NOT_MATCHED, 
Sandoval, Conrad, 75314573, XXX, NOT_MATCHED, 
Thornton, Cohen, 42580485, XXX, NOT_MATCHED, 
Peralta, Elina, 78910049, PSY, Psychiatry, 
Woodward, Rebecca, 28866617, ANT, Anesthesiology, 
Todd, Keyla, 94624079, FMD, Family Medicine, 
Burch, Layne, 93312994, FMD, Family Medicine, 
Pennington, Jocelyn, 19528672, FMD, Family Medicine, 
Portillo, Alisson, 44818001, XXX, NOT_MATCHED, 
Fisher, Luella, 36681814, FMD, Family Medicine, 
Phelps, Amira, 14437753, IMD, Internal Medicine, 
Wiley, Naya, 83558660, PSY, Psychiatry, 
Solis, Khalani, 98870037, IMD, Internal Medicine, 
Ward, Marcel, 86156619, GSU, General Surgery, 
Nichols, Lydia, 15357667, ANT, Anesthesiology, 
Byrd, Grant, 27024590, FMD, Family Medicine, 
Valenzuela, Blake, 89766970, FMD, Family Medicine, 
Mathis, Kate, 66658587, ORS, Orthopedic Surgery, 
Singh, Colter, 69835986, DRA, Diagnostic Radiology, 
McCullough, Rosalee, 36183591, FMD, Family Medicine, 
Abbott, Kenzo, 22624867, FMD, Family Medicine, 
Mills, Bradley, 79391054, FMD, Family Medicine, 
Kelly, Turner, 49467078, FMD, Family Medicine, 
Flowers, Maison, 43041412, PSY, Psychiatry, 
Foster, Seth, 48320984, GSU, General Surgery, 
Sosa, Rayan, 60383543, EMD, Emergency Medicine, 
Brady, Nadia, 44060122, FMD, Family Medicine, 
Wilson, Brynn, 86952668, XXX, NOT_MATCHED, 
Harris, Peter, 22383226, FMD, Family Medicine, 
Weaver, Lyanna, 88378434, OTO, Otolaryngology - Head and Neck Surgery, 
Chung, Eden, 22642115, FMD, Family Medicine, 
Hopkins, Macie, 45512016, XXX, NOT_MATCHED, 
Villegas, Whitley, 63297252, IMD, Internal Medicine, 
O’Connor, Shiloh, 74486993, GSU, General Surgery, 
Hoover, Amanda, 68553117, FMD, Family Medicine, 
Horne, Dahlia, 14154806, FMD, Family Medicine, 
Reynolds, Raelyn, 53990457, FMD, Family Medicine, 
Wolfe, Melany, 63310785, EMD, Emergency Medicine, 
Floyd, Barrett, 18493883, OTO, Otolaryngology - Head and Neck Surgery, 
Cox, Jane, 30453720, URO, Urology, 
Yates, Ezekiel, 18755038, FMD, Family Medicine, 
Wade, Della, 31006471, PSY, Psychiatry, 
Reid, Alma, 95136481, XXX, NOT_MATCHED, 
Clayton, Isaias, 83515812, XXX, NOT_MATCHED, 
Vu, Lilyana, 53969141, FMD, Family Medicine, 
McKinney, Marlowe, 81034554, IMD, Internal Medicine, 
Payne, Jair, 42264503, PHF, Public Health and Preventive Family Medicine, 
Peters, Beckham, 31974527, PSY, Psychiatry, 
Berg, Giavanna, 60397019, ANT, Anesthesiology, 
Mills, Milani, 30208631, IMD, Internal Medicine, 
Lang, Palmer, 63402526, XXX, NOT_MATCHED, 
Glenn, Bjorn, 51063271, XXX, NOT_MATCHED, 
Shields, Brantley, 77691842, XXX, NOT_MATCHED, 
Moses, Elisabeth, 67225470, FMD, Family Medicine, 
Barron, Jesus, 91984916, EMD, Emergency Medicine, 
Ochoa, Conner, 15979003, FMD, Family Medicine, 
Fuller, Remi, 41893425, PDT, Pediatrics, 
McIntosh, Hadley, 13476814, OBG, Obstetrics and Gynecology, 
Jacobson, Cassandra, 72142851, FMD, Family Medicine, 
Potter, Cole, 86001676, FMD, Family Medicine, 
Morrison, Joseph, 69838606, FMD, Family Medicine, 
Joseph, Warren, 58185863, XXX, NOT_MATCHED, 
Kramer, Lacey, 31627244, PMR, Physical Medicine & Rehabilitation, 
Knox, Blakely, 19709061, DMP, Diagnostic and Molecular Pathology, 
Franco, Aileen, 87619100, FMD, Family Medicine, 
Cochran, Madeline, 52771838, DMP, Diagnostic and Molecular Pathology, 
Davis, Keaton, 88031358, URO, Urology, 
Weber, Rex, 52677553, NRO, Neurology, 
Edwards, Chana, 76968590, DMT, Dermatology, 
Crawford, Hamza, 14077031, XXX, NOT_MATCHED, 
Cano, Colt, 14322071, XXX, NOT_MATCHED, 
Gould, Kyro, 41885203, DRA, Diagnostic Radiology, 
Schwartz, Kenia, 59920648, FMD, Family Medicine, 
Burns, Beckett, 54323373, FMD, Family Medicine, 
Lara, Cassidy, 61069778, FMD, Family Medicine, 
Willis, Lilith, 81517931, FMD, Family Medicine, 
Davenport, Brooklyn, 10204832, IMD, Internal Medicine, 
Acosta, Legacy, 33142210, ORS, Orthopedic Surgery, 
Shepherd, Cataleya, 33102573, XXX, NOT_MATCHED, 
Lam, Oliver, 89485288, FMD, Family Medicine, 
Brooks, Zahir, 42448126, PSY, Psychiatry, 
Moon, Zachariah, 42069647, IMD, Internal Medicine, 
Wilkins, Elliot, 70468002, FMD, Family Medicine, 
Johnson, Madeline, 80713519, XXX, NOT_MATCHED, 
Brewer, Aarya, 29733855, XXX, NOT_MATCHED, 
Underwood, Aarya, 87723291, FMD, Family Medicine, 
Holt, Kathryn, 39862355, XXX, NOT_MATCHED, 
Whitehead, Trace, 96353357, XXX, NOT_MATCHED, 
Montgomery, Alice, 60897974, FMD, Family Medicine, 
Jones, Giavanna, 58333661, XXX, NOT_MATCHED, 
Moreno, Deandre, 96237744, PSY, Psychiatry, 
Craig, Tripp, 14255881, FMD, Family Medicine, 
Mejia, Winnie, 15918093, XXX, NOT_MATCHED, 
Huerta, Yosef, 80264334, XXX, NOT_MATCHED, 
Felix, Jeremy, 32401270, NRO, Neurology, 
Bernal, Brecken, 14358026, DMT, Dermatology, 
Santiago, Aniya, 82801814, EMD, Emergency Medicine, 
Morse, Armando, 58019742, FMD, Family Medicine, 
Mason, Leona, 31537543, FMD, Family Medicine, 
Horn, Jonas, 56019282, FMD, Family Medicine, 
Woodward, Celine, 44375552, GSU, General Surgery, 
Fleming, Graysen, 86465605, XXX, NOT_MATCHED, 
Bentley, Ethan, 12812404, XXX, NOT_MATCHED, 
Moses, Cassandra, 29070166, PSU, Plastic Surgery, 
Bauer, Laney, 62001609, ANT, Anesthesiology, 
Benton, Pedro, 15660291, FMD, Family Medicine, 
Warren, Cruz, 34466937, FMD, Family Medicine, 
Benson, Shane, 93897621, PMR, Physical Medicine & Rehabilitation, 
Gould, Vincent, 71106821, EMD, Emergency Medicine, 
Khan, Thatcher, 13578268, FMD, Family Medicine, 
Fletcher, Anastasia, 65442439, FMD, Family Medicine, 
Mosley, Paulina, 47725793, FMD, Family Medicine, 
Quinn, Joziah, 73250358, FMD, Family Medicine, 
Benson, Osiris, 67769506, DRA, Diagnostic Radiology, 
Spencer, Marlon, 46454106, IMD, Internal Medicine, 
Navarro, Lennon, 45973548, FMD, Family Medicine, 
Dillon, Miriam, 77177107, XXX, NOT_MATCHED, 
Stokes, Rey, 18512681, XXX, NOT_MATCHED, 
Ayers, Alexis, 50200995, XXX, NOT_MATCHED, 
Andrews, Briar, 53558411, XXX, NOT_MATCHED, 
Jones, Gia, 26462748, FMD, Family Medicine, 
Dixon, Briella, 94370975, PSY, Psychiatry, 
Nielsen, Jakob, 36704406, ROC, Radiation Oncology, 
Vega, Adalee, 14621634, IMD, Internal Medicine, 
Norris, Lilyana, 21584877, FMD, Family Medicine, 
Stout, Shelby, 90317642, FMD, Family Medicine, 
Escobar, Joshua, 95499692, FMD, Family Medicine, 
Harris, Kenna, 45854949, FMD, Family Medicine, 
Magana, Bailee, 30655617, PHP, Public Health and Preventive Medicine, 
Nolan, Rebekah, 35827143, FMD, Family Medicine, 
Fox, River, 63789561, FMD, Family Medicine, 
Vaughan, Marley, 48561194, PSY, Psychiatry, 
Holt, Gia, 52121885, XXX, NOT_MATCHED, 
Farrell, Emely, 13603262, XXX, NOT_MATCHED, 
Hardy, Priscilla, 98871534, FMD, Family Medicine, 
Monroe, Castiel, 55152743, XXX, NOT_MATCHED, 
Solomon, Aniyah, 19767576, FMD, Family Medicine, 
Summers, Jedidiah, 77897777, FMD, Family Medicine, 
Coleman, Siena, 97138860, FMD, Family Medicine, 
Alfaro, Aubrey, 67060263, FMD, Family Medicine, 
Rivers, Angelina, 97284087, FMD, Family Medicine, 
Harvey, Frankie, 60135815, PDT, Pediatrics, 
Lambert, Reid, 69937647, XXX, NOT_MATCHED, 
Cummings, Oakley, 11298797, FMD, Family Medicine, 
Rivera, Victor, 91482045, XXX, NOT_MATCHED, 
Porter, Kaiden, 95308789, FMD, Family Medicine, 
Hull, Quinton, 59927443, FMD, Family Medicine, 
Phelps, Lane, 51586392, FMD, Family Medicine, 
Howe, Khari, 99228388, XXX, NOT_MATCHED, 
Hunter, Gregory, 29579285, FMD, Family Medicine, 
Benton, Juniper, 63904844, XXX, NOT_MATCHED, 
Love, Marilyn, 60743706, DMT, Dermatology, 
Tanner, Hadassah, 16514399, XXX, NOT_MATCHED, 
Turner, Amir, 86154641, FMD, Family Medicine, 
Mejia, Jamal, 54296865, FMD, Family Medicine, 
Bernard, Giovanni, 61401512, IMD, Internal Medicine, 
Vazquez, Averie, 82884714, ANT, Anesthesiology, 
Foster, Annabella, 79219061, IMD, Internal Medicine, 
Zuniga, Judah, 32153185, XXX, NOT_MATCHED, 
Barry, Kali, 15217345, IMD, Internal Medicine, 
Truong, Zaire, 75233561, XXX, NOT_MATCHED, 
Welch, Kian, 41178964, IMD, Internal Medicine, 
Valentine, Crosby, 69822480, ANT, Anesthesiology, 
Hurst, Lillian, 14107183, EMD, Emergency Medicine, 
Faulkner, Stella, 26435075, XXX, NOT_MATCHED, 
Norris, Zachariah, 10647488, XXX, NOT_MATCHED, 
Bullock, Addisyn, 98220485, IMD, Internal Medicine, 
Barry, Justin, 85390571, NRO, Neurology, 
Maddox, Whitley, 72545323, FMD, Family Medicine, 
Glenn, Turner, 93030060, IMD, Internal Medicine, 
Bates, Maggie, 59886946, OBG, Obstetrics and Gynecology, 
Mills, Linda, 39390212, FMD, Family Medicine, 
Christian, Kamiyah, 39545123, XXX, NOT_MATCHED, 
Woodward, Maeve, 40646957, FMD, Family Medicine, 
Woods, Norah, 95414010, FMD, Family Medicine, 
Ingram, Noa, 32892708, PMR, Physical Medicine & Rehabilitation, 
Poole, Austin, 94763300, NRO, Neurology, 
Edwards, Pearl, 45784127, XXX, NOT_MATCHED, 
Carter, Blaine, 87380658, XXX, NOT_MATCHED, 
Meadows, Peyton, 79377728, FMD, Family Medicine, 
Hendricks, Noel, 24801166, PSY, Psychiatry, 
Chandler, Evangeline, 97978566, GSU, General Surgery, 
Gonzales, Nicholas, 77773236, EMD, Emergency Medicine, 
Stuart, Jacob, 23511222, ANT, Anesthesiology, 
Graham, Ana, 21771683, IMD, Internal Medicine, 
Huffman, Ermias, 52602199, IMD, Internal Medicine, 
Mayo, Jaylen, 53099674, FMD, Family Medicine, 
Holt, Hannah, 73224539, FMD, Family Medicine, 
Person, Ty, 62300911, XXX, NOT_MATCHED, 
Blevins, Everest, 11620202, ANT, Anesthesiology, 
Norman, Davion, 83807493, XXX, NOT_MATCHED, 
Proctor, Harmoni, 80433227, ANT, Anesthesiology, 
Rocha, Lilly, 17388433, FMD, Family Medicine, 
Wolf, Kyler, 84108598, PDT, Pediatrics, 
Moses, Briana, 48006074, IMD, Internal Medicine, 
Barron, Ari, 71299904, XXX, NOT_MATCHED, 
Boyer, Harlow, 87056382, FMD, Family Medicine, 
Duarte, Madison, 51126283, XXX, NOT_MATCHED, 
Higgins, Nathaniel, 82055258, PSY, Psychiatry, 
Carroll, Archie, 40790819, IMD, Internal Medicine, 
Lee, Sawyer, 94116531, XXX, NOT_MATCHED, 
Schmitt, Evelynn, 60304415, FMD, Family Medicine, 
Craig, Alberto, 34052367, XXX, NOT_MATCHED, 
Ho, Chelsea, 59074973, XXX, NOT_MATCHED, 
Sanders, Guadalupe, 35891691, XXX, NOT_MATCHED, 
McMahon, Sam, 43087219, XXX, NOT_MATCHED, 
Peters, Lilly, 46768988, OBG, Obstetrics and Gynecology, 
Moss, Ameer, 28849686, EMD, Emergency Medicine, 
Stephens, Liliana, 48401932, OTO, Otolaryngology - Head and Neck Surgery, 
Santiago, Samuel, 97935838, XXX, NOT_MATCHED, 
Flowers, Jazmin, 94936773, XXX, NOT_MATCHED, 
Kim, Ermias, 90143062, XXX, NOT_MATCHED, 
Mann, Morgan, 74315101, XXX, NOT_MATCHED, 
Liu, Finn, 20476972, FMD, Family Medicine, 
Thornton, Jessica, 92503895, PSU, Plastic Surgery, 
Villanueva, Mack, 89564852, IMD, Internal Medicine, 
Rubio, Landry, 96327538, XXX, NOT_MATCHED, 
Neal, Peyton, 82692959, XXX, NOT_MATCHED, 
Sims, Veda, 56404082, FMD, Family Medicine, 
Guerra, Dax, 11909645, FMD, Family Medicine, 
Hodges, Natalia, 92868121, XXX, NOT_MATCHED, 
Burns, Sylvie, 84324633, FMD, Family Medicine, 
Krueger, Pablo, 76151586, ANT, Anesthesiology, 
McDonald, Jonah, 44685051, FMD, Family Medicine, 
Rosario, Paula, 32249781, XXX, NOT_MATCHED, 
Briggs, Idris, 44712584, FMD, Family Medicine, 
Rodriguez, Izaiah, 91010144, FMD, Family Medicine, 
Carrillo, Leighton, 56773233, XXX, NOT_MATCHED, 
English, Ace, 53422841, FMD, Family Medicine, 
Guevara, Hunter, 76189528, DRA, Diagnostic Radiology, 
